index_gemini,doi_gemini,title_gemini,widgets_in_paper_gemini,scented_widgets_gemini,scented_widgets_gemini_corrected,answer_gemini
4807,https://doi.org/10.1109/TVCG.2013.164, VAST-10.1109-TVCG.2013.164-p2198-J-0,TRUE,FALSE,FALSE," Yes, no."
4808,https://doi.org/10.1109/TVCG.2013.133, SciVis-10.1109-TVCG.2013.133-p2683-J-0,TRUE,Unknown,Unknown," Yes, there is a color legend to the right of the plot. I don't know if it is scented."
4809,https://doi.org/10.1109/TVCG.2013.148, SciVis-10.1109-TVCG.2013.148-p2663-J-0,FALSE,FALSE,Unknown," No, I don't know."
4810,https://doi.org/10.1109/TVCG.2013.193, VAST-10.1109-TVCG.2013.193-p2169-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4811,https://doi.org/10.1109/TVCG.2013.119, InfoVis-10.1109-TVCG.2013.119-p2406-J-2,FALSE,FALSE,Unknown," no, I don't know"
4812,https://doi.org/10.1109/TVCG.2013.156, SciVis-10.1109-TVCG.2013.156-p2810-J-0,TRUE,Unknown,Unknown," Yes, there are two buttons labeled 'Go back' and 'Next' respectively. I don't know."
4813,https://doi.org/10.1109/TVCG.2013.139, SciVis-10.1109-TVCG.2013.139-p2848-J-0,FALSE,FALSE,FALSE," no, no"
4814,https://doi.org/10.1109/TVCG.2013.147, SciVis-10.1109-TVCG.2013.147-p2783-J-0,TRUE,Unknown,Unknown," Yes, there are sliders. I don't know."
4815,https://doi.org/10.1109/TVCG.2013.192, InfoVis-10.1109-TVCG.2013.192-p2506-J-0,TRUE,Unknown,Unknown," Yes, there are sliders. I don't know."
4816,https://doi.org/10.1109/TVCG.2013.168, VAST-10.1109-TVCG.2013.168-p2119-J-0,TRUE,TRUE,TRUE," Yes, there are. Yes, they are."
4817,https://doi.org/10.1109/TVCG.2013.211, VAST-10.1109-TVCG.2013.211-p2217-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4818,https://doi.org/10.1109/TVCG.2013.211, VAST-10.1109-TVCG.2013.211-p2217-J-0,TRUE,TRUE,TRUE," Yes, there are. Yes, they are."
4819,https://doi.org/10.1109/TVCG.2013.168, VAST-10.1109-TVCG.2013.168-p2119-J-0,FALSE,FALSE,FALSE," no, no"
4820,https://doi.org/10.1109/TVCG.2013.192, InfoVis-10.1109-TVCG.2013.192-p2506-J-0,TRUE,FALSE,FALSE," Yes, there are. No."
4821,https://doi.org/10.1109/TVCG.2013.139, SciVis-10.1109-TVCG.2013.139-p2848-J-0,FALSE,FALSE,Unknown," No, I don't know."
4822,https://doi.org/10.1109/TVCG.2013.147, SciVis-10.1109-TVCG.2013.147-p2783-J-0,FALSE,FALSE,FALSE," no, no"
4823,https://doi.org/10.1109/TVCG.2013.156, SciVis-10.1109-TVCG.2013.156-p2810-J-0,FALSE,FALSE,Unknown," No, I don't know."
4824,https://doi.org/10.1109/TVCG.2013.119, InfoVis-10.1109-TVCG.2013.119-p2406-J-2,FALSE,FALSE,FALSE," no, no"
4825,https://doi.org/10.1109/TVCG.2013.205, VAST-10.1109-TVCG.2013.205-p2207-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and lists. I don't know if they are scented."
4826,https://doi.org/10.1109/TVCG.2013.196, InfoVis-10.1109-TVCG.2013.196-p2436-J-0,FALSE,FALSE,FALSE," no, no"
4827,https://doi.org/10.1109/TVCG.2013.148, SciVis-10.1109-TVCG.2013.148-p2663-J-0,FALSE,FALSE,FALSE," no, no"
4828,https://doi.org/10.1109/TVCG.2013.164, VAST-10.1109-TVCG.2013.164-p2198-J-0,TRUE,TRUE,TRUE," Yes, yes."
4829,https://doi.org/10.1109/TVCG.2013.133, SciVis-10.1109-TVCG.2013.133-p2683-J-0,FALSE,FALSE,FALSE," no, no"
4830,https://doi.org/10.1109/TVCG.2013.186, VAST-10.1109-TVCG.2013.186-p2022-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4831,https://doi.org/10.1109/TVCG.2013.129, SciVis-10.1109-TVCG.2013.129-p2936-J-0,FALSE,FALSE,FALSE," No, no."
4832,https://doi.org/10.1109/TVCG.2013.229, SciVis-10.1109-TVCG.2013.229-p2763-J-0,FALSE,FALSE,FALSE," no, no"
4833,https://doi.org/10.1109/TVCG.2013.200, VAST-10.1109-TVCG.2013.200-p2227-J-0,TRUE,Unknown,Unknown," Yes, there are sliders and checkboxes. I don't know."
4834,https://doi.org/10.1109/TVCG.2013.219, VAST-10.1109-TVCG.2013.219-p1982-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4835,https://doi.org/10.1109/TVCG.2013.140, InfoVis-10.1109-TVCG.2013.140-p2297-J-0,TRUE,FALSE,FALSE," Yes, there are user interface widgets such as buttons. They are not scented."
4836,https://doi.org/10.1109/TVCG.2013.150, InfoVis-10.1109-TVCG.2013.150-p2625-J-0,TRUE,FALSE,FALSE," Yes, there are some scented (or enhanced, sophisticated) in the visual analytics sense  sliders and buttons."
4837,https://doi.org/10.1109/TVCG.2013.183, InfoVis-10.1109-TVCG.2013.183-p2316-J-0,FALSE,FALSE,FALSE," no, no"
4838,https://doi.org/10.1109/TVCG.2013.161, SciVis-10.1109-TVCG.2013.161-p2916-J-0,TRUE,FALSE,FALSE," Yes, there are several user interface widgets such as sliders, buttons, lists etc. They are not scented (or enhanced, sophisticated) in the visual analytics sense."
4839,https://doi.org/10.1109/TVCG.2013.173, InfoVis-10.1109-TVCG.2013.173-p2277-J-0,TRUE,FALSE,FALSE," Yes, they are."
4840,https://doi.org/10.1109/TVCG.2013.141, SciVis-10.1109-TVCG.2013.141-p2743-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a slider. I don't know if they are scented."
4841,https://doi.org/10.1109/TVCG.2013.132, VAST-10.1109-TVCG.2013.132-p2139-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4842,https://doi.org/10.1109/TVCG.2013.209, InfoVis-10.1109-TVCG.2013.209-p2526-J-0,FALSE,FALSE,Unknown," No, I don't know."
4843,https://doi.org/10.1109/TVCG.2013.142, SciVis-10.1109-TVCG.2013.142-p2868-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
4844,https://doi.org/10.1109/TVCG.2013.127, SciVis-10.1109-TVCG.2013.127-p2886-J-0,FALSE,FALSE,Unknown," No, I don't know."
4845,https://doi.org/10.1109/TVCG.2013.219, VAST-10.1109-TVCG.2013.219-p1982-J-0,FALSE,FALSE,Unknown," No, I don't know."
4846,https://doi.org/10.1109/TVCG.2013.220, VAST-10.1109-TVCG.2013.220-p2070-J-0,TRUE,FALSE,FALSE," Yes, there are several user interface widgets such as sliders, buttons, lists etc. They are not scented (or enhanced, sophisticated) in the visual analytics sense."
4847,https://doi.org/10.1109/TVCG.2013.226, VAST-10.1109-TVCG.2013.226-p2149-J-0,TRUE,FALSE,FALSE," Yes, there are two sliders at the bottom of the image. They are not scented."
4848,https://doi.org/10.1109/TVCG.2013.209, InfoVis-10.1109-TVCG.2013.209-p2526-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4849,https://doi.org/10.1109/TVCG.2013.161, SciVis-10.1109-TVCG.2013.161-p2916-J-0,FALSE,FALSE,FALSE," no, no"
4850,https://doi.org/10.1109/TVCG.2013.162, VAST-10.1109-TVCG.2013.162-p2002-J-0,TRUE,Unknown,Unknown," Yes, there are widgets. I don't know if they are scented."
4851,https://doi.org/10.1109/TVCG.2013.166, InfoVis-10.1109-TVCG.2013.166-p2386-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a list. I don't know."
4852,https://doi.org/10.1109/TVCG.2013.181, VAST-10.1109-TVCG.2013.181-p2100-J-0,FALSE,FALSE,Unknown," No, I don't know."
4853,https://doi.org/10.1109/TVCG.2013.179, InfoVis-10.1109-TVCG.2013.179-p2456-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4854,https://doi.org/10.1109/TVCG.2013.200, VAST-10.1109-TVCG.2013.200-p2227-J-0,TRUE,Unknown,Unknown," Yes, there are user interface widgets such as buttons and a list. I don't know if they are scented (or enhanced, sophisticated) in the visual analytics sense."
4855,https://doi.org/10.1109/TVCG.2013.163, InfoVis-10.1109-TVCG.2013.163-p2346-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4856,https://doi.org/10.1109/TVCG.2013.186, VAST-10.1109-TVCG.2013.186-p2022-J-0,FALSE,FALSE,FALSE," no, no"
4857,https://doi.org/10.1109/TVCG.2013.123, SciVis-10.1109-TVCG.2013.123-p2792-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4858,https://doi.org/10.1109/TVCG.2013.196, InfoVis-10.1109-TVCG.2013.196-p2436-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4859,https://doi.org/10.1109/TVCG.2013.205, VAST-10.1109-TVCG.2013.205-p2207-J-0,FALSE,FALSE,FALSE," no, no"
4860,https://doi.org/10.1109/TVCG.2013.119, InfoVis-10.1109-TVCG.2013.119-p2406-J-2,TRUE,FALSE,Unknown," Yes, there are some user interface widgets such as sliders, buttons, lists etc. However, it is not clear whether these widgets are scented (or enhanced, sophisticated) in the visual analytics sense."
4861,https://doi.org/10.1109/TVCG.2013.193, VAST-10.1109-TVCG.2013.193-p2169-J-0,TRUE,FALSE,FALSE," Yes, there are some scented (enhanced, sophisticated) user interface widgets such as a histogram with a slider and buttons."
4862,https://doi.org/10.1109/TVCG.2013.225, InfoVis-10.1109-TVCG.2013.225-p2576-J-0,FALSE,FALSE,FALSE," no, no"
4863,https://doi.org/10.1109/TVCG.2013.225, InfoVis-10.1109-TVCG.2013.225-p2576-J-0,TRUE,TRUE,TRUE," Yes, there are. Yes, they are."
4864,https://doi.org/10.1109/TVCG.2013.209, InfoVis-10.1109-TVCG.2013.209-p2526-J-0,FALSE,FALSE,Unknown," No, I don't know"
4865,https://doi.org/10.1109/TVCG.2013.168, VAST-10.1109-TVCG.2013.168-p2119-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a slider. I don't know if they are scented."
4866,https://doi.org/10.1109/TVCG.2013.147, SciVis-10.1109-TVCG.2013.147-p2783-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a slider. I don't know if they are scented."
4867,https://doi.org/10.1109/TVCG.2013.156, SciVis-10.1109-TVCG.2013.156-p2810-J-0,FALSE,FALSE,FALSE," No, no."
4868,https://doi.org/10.1109/TVCG.2013.205, VAST-10.1109-TVCG.2013.205-p2207-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
4869,https://doi.org/10.1109/TVCG.2013.119, InfoVis-10.1109-TVCG.2013.119-p2406-J-2,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4870,https://doi.org/10.1109/TVCG.2013.184, InfoVis-10.1109-TVCG.2013.184-p2496-J-0,FALSE,FALSE,FALSE," no, no"
4871,https://doi.org/10.1109/TVCG.2013.123, SciVis-10.1109-TVCG.2013.123-p2792-J-0,TRUE,TRUE,TRUE," Yes, there are scented widgets."
4872,https://doi.org/10.1109/TVCG.2013.179, InfoVis-10.1109-TVCG.2013.179-p2456-J-0,TRUE,TRUE,TRUE," Yes, there are. Yes, they are."
4873,https://doi.org/10.1109/TVCG.2013.161, SciVis-10.1109-TVCG.2013.161-p2916-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
4874,https://doi.org/10.1109/TVCG.2013.173, InfoVis-10.1109-TVCG.2013.173-p2277-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4875,https://doi.org/10.1109/TVCG.2013.141, SciVis-10.1109-TVCG.2013.141-p2743-J-0,FALSE,FALSE,FALSE," no, no"
4876,https://doi.org/10.1109/TVCG.2013.226, VAST-10.1109-TVCG.2013.226-p2149-J-0,FALSE,FALSE,FALSE," no, no"
4877,https://doi.org/10.1109/TVCG.2013.144, SciVis-10.1109-TVCG.2013.144-p2733-J-0,FALSE,FALSE,FALSE," no, no"
4878,https://doi.org/10.1109/TVCG.2013.142, SciVis-10.1109-TVCG.2013.142-p2868-J-0,TRUE,TRUE,TRUE," Yes, yes."
4879,https://doi.org/10.1109/TVCG.2013.220, VAST-10.1109-TVCG.2013.220-p2070-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a list. I don't know if they are scented."
4880,https://doi.org/10.1109/TVCG.2013.135, SciVis-10.1109-TVCG.2013.135-p2838-J-0,FALSE,FALSE,Unknown," No, I don't know."
4881,https://doi.org/10.1109/TVCG.2013.234, InfoVis-10.1109-TVCG.2013.234-p2306-J-0,TRUE,FALSE,FALSE," Yes, there are some basic widgets such as a title and axis labels. No, these are not scented."
4882,https://doi.org/10.1109/TVCG.2013.132, VAST-10.1109-TVCG.2013.132-p2139-J-0,TRUE,Unknown,Unknown," Yes, there are some sliders and a color legend. I don't know if they are scented."
4883,https://doi.org/10.1109/TVCG.2013.149, InfoVis-10.1109-TVCG.2013.149-p2556-J-0,TRUE,Unknown,Unknown," Yes, there are tables. I don't know."
4884,https://doi.org/10.1109/TVCG.2013.209, InfoVis-10.1109-TVCG.2013.209-p2526-J-0,TRUE,TRUE,TRUE," Yes, there are. Yes, they are."
4885,https://doi.org/10.1109/TVCG.2013.142, SciVis-10.1109-TVCG.2013.142-p2868-J-0,FALSE,FALSE,FALSE," no, no"
4886,https://doi.org/10.1109/TVCG.2013.150, InfoVis-10.1109-TVCG.2013.150-p2625-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
4887,https://doi.org/10.1109/TVCG.2013.180, SciVis-10.1109-TVCG.2013.180-p2926-J-0,FALSE,FALSE,FALSE," no, no"
4888,https://doi.org/10.1109/TVCG.2013.161, SciVis-10.1109-TVCG.2013.161-p2916-J-0,TRUE,FALSE,FALSE," Yes, there are some scented (enhanced, sophisticated) user interface widgets such as sliders, buttons, lists etc."
4889,https://doi.org/10.1109/TVCG.2013.173, InfoVis-10.1109-TVCG.2013.173-p2277-J-0,TRUE,FALSE,FALSE," Yes, there is a slider widget. It is not scented."
4890,https://doi.org/10.1109/TVCG.2013.200, VAST-10.1109-TVCG.2013.200-p2227-J-0,TRUE,FALSE,FALSE," Yes, there are some scented visual widgets."
4891,https://doi.org/10.1109/TVCG.2013.210, InfoVis-10.1109-TVCG.2013.210-p2426-J-0,FALSE,FALSE,FALSE," no, no"
4892,https://doi.org/10.1109/TVCG.2013.170, InfoVis-10.1109-TVCG.2013.170-p2336-J-0,FALSE,FALSE,FALSE," No, no."
4893,https://doi.org/10.1109/TVCG.2013.205, VAST-10.1109-TVCG.2013.205-p2207-J-0,FALSE,FALSE,Unknown," No, I don't know."
4894,https://doi.org/10.1109/TVCG.2013.155, InfoVis-10.1109-TVCG.2013.155-p2476-J-0,FALSE,FALSE,FALSE," No, no."
4895,https://doi.org/10.1109/TVCG.2013.164, VAST-10.1109-TVCG.2013.164-p2198-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
4896,https://doi.org/10.1109/TVCG.2013.224, VAST-10.1109-TVCG.2013.224-p2179-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a slider. I don't know if they are scented."
4897,https://doi.org/10.1109/TVCG.2013.209, InfoVis-10.1109-TVCG.2013.209-p2526-J-0,TRUE,FALSE,FALSE," Yes, there are several user interface widgets such as sliders, buttons, lists etc. They are not scented (or enhanced, sophisticated) in the visual analytics sense."
4898,https://doi.org/10.1109/TVCG.2013.192, InfoVis-10.1109-TVCG.2013.192-p2506-J-0,TRUE,Unknown,Unknown," Yes, there are two yellow cards shown as buttons. I don't know."
4899,https://doi.org/10.1109/TVCG.2013.210, InfoVis-10.1109-TVCG.2013.210-p2426-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4900,https://doi.org/10.1109/TVCG.2013.151, InfoVis-10.1109-TVCG.2013.151-p2596-J-0,TRUE,FALSE,Unknown," Yes, there are some sliders and buttons. I don't know if they are scented."
4901,https://doi.org/10.1109/TVCG.2013.135, SciVis-10.1109-TVCG.2013.135-p2838-J-0,FALSE,FALSE,FALSE," no, no"
4902,https://doi.org/10.1109/TVCG.2013.147, SciVis-10.1109-TVCG.2013.147-p2783-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4903,https://doi.org/10.1109/TVCG.2013.151, InfoVis-10.1109-TVCG.2013.151-p2596-J-0,TRUE,Unknown,Unknown," Yes, there are UI widgets. I don't know if they are scented."
4904,https://doi.org/10.1109/TVCG.2013.192, InfoVis-10.1109-TVCG.2013.192-p2506-J-0,FALSE,FALSE,Unknown," No, I don't know."
4905,https://doi.org/10.1109/TVCG.2013.229, SciVis-10.1109-TVCG.2013.229-p2763-J-0,FALSE,FALSE,FALSE, No.
4906,https://doi.org/10.1109/TVCG.2013.209, InfoVis-10.1109-TVCG.2013.209-p2526-J-0,FALSE,FALSE,FALSE," no, no"
4907,https://doi.org/10.1109/TVCG.2013.164, VAST-10.1109-TVCG.2013.164-p2198-J-0,TRUE,Unknown,Unknown," Yes, there are.
I don't know."
4908,https://doi.org/10.1109/TVCG.2013.133, SciVis-10.1109-TVCG.2013.133-p2683-J-0,TRUE,FALSE,FALSE," Yes, there are user interface widgets such as buttons and lists. They are not scented in the visual analytics sense."
4909,https://doi.org/10.1109/TVCG.2013.148, SciVis-10.1109-TVCG.2013.148-p2663-J-0,TRUE,FALSE,FALSE," Yes, no"
4910,https://doi.org/10.1109/TVCG.2013.193, VAST-10.1109-TVCG.2013.193-p2169-J-0,TRUE,FALSE,FALSE," Yes, there are some scented widgets such as a sortable table and a barchart."
4911,https://doi.org/10.1109/TVCG.2013.155, InfoVis-10.1109-TVCG.2013.155-p2476-J-0,TRUE,FALSE,FALSE," Yes, no"
4912,https://doi.org/10.1109/TVCG.2013.170, InfoVis-10.1109-TVCG.2013.170-p2336-J-0,TRUE,FALSE,Unknown," Yes, there are some sliders and buttons. I don't know if they are scented."
4913,https://doi.org/10.1109/TVCG.2013.186, VAST-10.1109-TVCG.2013.186-p2022-J-0,TRUE,FALSE,TRUE," Yes, there are several user interface widgets such as buttons, lists, and a map. Some of these widgets are scented (or enhanced, sophisticated) in the visual analytics sense, as they provide additional information or context when hovered over or interacted with. For example, the map widget allows users to zoom in and out, as well as pan around the map to see different areas. The list widget allows users to select different tweets, and the buttons allow users to perform various actions such as adding or removing filters."
4914,https://doi.org/10.1109/TVCG.2013.200, VAST-10.1109-TVCG.2013.200-p2227-J-0,TRUE,Unknown,Unknown," Yes, there are several. I don't know."
4915,https://doi.org/10.1109/TVCG.2013.173, InfoVis-10.1109-TVCG.2013.173-p2277-J-0,FALSE,FALSE,FALSE," no, no"
4916,https://doi.org/10.1109/TVCG.2013.150, InfoVis-10.1109-TVCG.2013.150-p2625-J-0,FALSE,FALSE,FALSE," no, no"
4917,https://doi.org/10.1109/TVCG.2013.181, VAST-10.1109-TVCG.2013.181-p2100-J-0,TRUE,TRUE,TRUE," Yes, there are. Yes, they are."
4918,https://doi.org/10.1109/TVCG.2013.162, VAST-10.1109-TVCG.2013.162-p2002-J-0,FALSE,FALSE,Unknown," No, I don't know."
4919,https://doi.org/10.1109/TVCG.2013.149, InfoVis-10.1109-TVCG.2013.149-p2556-J-0,TRUE,Unknown,Unknown," Yes, there is a table with numbers in it. I don't know if the table is scented."
4920,https://doi.org/10.1109/TVCG.2013.141, SciVis-10.1109-TVCG.2013.141-p2743-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4921,https://doi.org/10.1109/TVCG.2013.213, VAST-10.1109-TVCG.2013.213-p2090-J-0,TRUE,Unknown,Unknown," Yes, there are some widgets. I don't know if they are scented."
4922,https://doi.org/10.1109/TVCG.2013.234, InfoVis-10.1109-TVCG.2013.234-p2306-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4923,https://doi.org/10.1109/TVCG.2013.135, SciVis-10.1109-TVCG.2013.135-p2838-J-0,FALSE,FALSE,Unknown," no, I don't know"
4924,https://doi.org/10.1109/TVCG.2013.135, SciVis-10.1109-TVCG.2013.135-p2838-J-0,Unknown,Unknown,Unknown, I don't know.
4925,https://doi.org/10.1109/TVCG.2013.153, InfoVis-10.1109-TVCG.2013.153-p2634-J-0,TRUE,Unknown,Unknown," Yes, there are buttons. I don't know."
4926,https://doi.org/10.1109/TVCG.2013.142, SciVis-10.1109-TVCG.2013.142-p2868-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and lists. I don't know if they are scented."
4927,https://doi.org/10.1109/TVCG.2013.230, InfoVis-10.1109-TVCG.2013.230-p2644-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a slider. I don't know if they are scented."
4928,https://doi.org/10.1109/TVCG.2013.181, VAST-10.1109-TVCG.2013.181-p2100-J-0,TRUE,FALSE,FALSE," Yes, there are some sliders and a button. They are not scented."
4929,https://doi.org/10.1109/TVCG.2013.162, VAST-10.1109-TVCG.2013.162-p2002-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
4930,https://doi.org/10.1109/TVCG.2013.161, SciVis-10.1109-TVCG.2013.161-p2916-J-0,TRUE,TRUE,TRUE," Yes, there are. Yes, they are."
4931,https://doi.org/10.1109/TVCG.2013.180, SciVis-10.1109-TVCG.2013.180-p2926-J-0,TRUE,Unknown,Unknown," Yes, there are two sliders. I don't know."
4932,https://doi.org/10.1109/TVCG.2013.178, VAST-10.1109-TVCG.2013.178-p2257-J-0,TRUE,FALSE,FALSE," Yes, there are several scented widgets such as a search bar, a list of search results, a slider to adjust the relative position, and buttons to invert the search selection and to play/pause the animation."
4933,https://doi.org/10.1109/TVCG.2013.210, InfoVis-10.1109-TVCG.2013.210-p2426-J-0,FALSE,FALSE,Unknown," No, I don't know"
4934,https://doi.org/10.1109/TVCG.2013.186, VAST-10.1109-TVCG.2013.186-p2022-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
4935,https://doi.org/10.1109/TVCG.2013.188, VAST-10.1109-TVCG.2013.188-p2052-J-0,FALSE,FALSE,Unknown," No, I don't know."
4936,https://doi.org/10.1109/TVCG.2013.172, SciVis-10.1109-TVCG.2013.172-p2946-J-0,TRUE,FALSE,Unknown," Yes, there are some sliders and buttons. I don't know if they are scented."
4937,https://doi.org/10.1109/TVCG.2013.170, InfoVis-10.1109-TVCG.2013.170-p2336-J-0,FALSE,FALSE,Unknown," No, I don't know."
4938,https://doi.org/10.1109/TVCG.2013.205, VAST-10.1109-TVCG.2013.205-p2207-J-0,TRUE,Unknown,Unknown," Yes, there are.
I don't know."
4939,https://doi.org/10.1109/TVCG.2013.133, SciVis-10.1109-TVCG.2013.133-p2683-J-0,TRUE,FALSE,FALSE," Yes, there are user interface widgets such as sliders, buttons, lists etc. They are not scented (or enhanced, sophisticated) in the visual analytics sense."
4940,https://doi.org/10.1109/TVCG.2013.168, VAST-10.1109-TVCG.2013.168-p2119-J-0,FALSE,FALSE,Unknown," No, I don't know."
4941,https://doi.org/10.1109/TVCG.2013.147, SciVis-10.1109-TVCG.2013.147-p2783-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
4942,https://doi.org/10.1109/TVCG.2013.224, VAST-10.1109-TVCG.2013.224-p2179-J-0,TRUE,FALSE,FALSE," Yes, no."
4943,https://doi.org/10.1109/TVCG.2013.168, VAST-10.1109-TVCG.2013.168-p2119-J-0,TRUE,FALSE,TRUE," Yes, the image shows a table with checkmarks, which can be considered as a user interface widget. The checkmarks are scented in the sense that they indicate the presence or absence of a feature in the corresponding row and column."
4944,https://doi.org/10.1109/TVCG.2013.192, InfoVis-10.1109-TVCG.2013.192-p2506-J-0,TRUE,Unknown,Unknown," Yes, there are some widgets. I don't know if they are scented."
4945,https://doi.org/10.1109/TVCG.2013.156, SciVis-10.1109-TVCG.2013.156-p2810-J-0,FALSE,FALSE,FALSE," no, no"
4946,https://doi.org/10.1109/TVCG.2013.164, VAST-10.1109-TVCG.2013.164-p2198-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4947,https://doi.org/10.1109/TVCG.2013.121, SciVis-10.1109-TVCG.2013.121-p2802-J-0,TRUE,FALSE,FALSE," Yes, there are user interface widgets such as sliders, buttons, lists etc. They are not scented (or enhanced, sophisticated) in the visual analytics sense."
4948,https://doi.org/10.1109/TVCG.2013.205, VAST-10.1109-TVCG.2013.205-p2207-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a list. I don't know."
4949,https://doi.org/10.1109/TVCG.2013.119, InfoVis-10.1109-TVCG.2013.119-p2406-J-2,FALSE,FALSE,Unknown," No, I don't know."
4950,https://doi.org/10.1109/TVCG.2013.148, SciVis-10.1109-TVCG.2013.148-p2663-J-0,TRUE,Unknown,Unknown," Yes, there are two sliders. I don't know if they are scented."
4951,https://doi.org/10.1109/TVCG.2013.193, VAST-10.1109-TVCG.2013.193-p2169-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a list. I don't know."
4952,https://doi.org/10.1109/TVCG.2013.134, InfoVis-10.1109-TVCG.2013.134-p2396-J-0,TRUE,FALSE,FALSE," Yes, there are some sliders and buttons. They are not scented."
4953,https://doi.org/10.1109/TVCG.2013.188, VAST-10.1109-TVCG.2013.188-p2052-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4954,https://doi.org/10.1109/TVCG.2013.178, VAST-10.1109-TVCG.2013.178-p2257-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4955,https://doi.org/10.1109/TVCG.2013.200, VAST-10.1109-TVCG.2013.200-p2227-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
4956,https://doi.org/10.1109/TVCG.2013.180, SciVis-10.1109-TVCG.2013.180-p2926-J-0,TRUE,TRUE,TRUE," Yes, there are some scented widgets."
4957,https://doi.org/10.1109/TVCG.2013.173, InfoVis-10.1109-TVCG.2013.173-p2277-J-0,TRUE,Unknown,Unknown," Yes, there are some sliders and a list. I don't know if they are scented."
4958,https://doi.org/10.1109/TVCG.2013.169, SciVis-10.1109-TVCG.2013.169-p2828-J-0,TRUE,FALSE,Unknown," Yes, there are user interface widgets such as sliders, buttons, lists etc. However, it is not possible to tell whether these widgets are scented (or enhanced, sophisticated) in the visual analytics sense."
4959,https://doi.org/10.1109/TVCG.2013.181, VAST-10.1109-TVCG.2013.181-p2100-J-0,TRUE,TRUE,TRUE," Yes, there are scented widgets."
4960,https://doi.org/10.1109/TVCG.2013.150, InfoVis-10.1109-TVCG.2013.150-p2625-J-0,TRUE,TRUE,TRUE," Yes, there are scented widgets."
4961,https://doi.org/10.1109/TVCG.2013.156, SciVis-10.1109-TVCG.2013.156-p2810-J-0,TRUE,Unknown,Unknown," Yes, there are tables in the image. I don't know if they are scented."
4962,https://doi.org/10.1109/TVCG.2013.142, SciVis-10.1109-TVCG.2013.142-p2868-J-0,TRUE,FALSE,FALSE," Yes, there are user interface widgets such as sliders, buttons, lists etc. They are not scented (or enhanced, sophisticated) in the visual analytics sense."
4963,https://doi.org/10.1109/TVCG.2013.132, VAST-10.1109-TVCG.2013.132-p2139-J-0,TRUE,FALSE,Unknown," Yes, there are some sliders and buttons. I don't know if they are scented."
4964,https://doi.org/10.1109/TVCG.2013.209, InfoVis-10.1109-TVCG.2013.209-p2526-J-0,TRUE,FALSE,Unknown," Yes, there are some. I don't know."
4965,https://doi.org/10.1109/TVCG.2013.220, VAST-10.1109-TVCG.2013.220-p2070-J-0,FALSE,FALSE,Unknown," no, I don't know"
4966,https://doi.org/10.1109/TVCG.2013.153, InfoVis-10.1109-TVCG.2013.153-p2634-J-0,TRUE,Unknown,Unknown," Yes, there are some buttons and a color legend. I don't know if they are scented."
